Día de compra,Fecha de compra,Hora de compra,Comprado por,Contacto,Membresía,Frecuencia,Días de prueba,Auto renovaciones,Renovaciones pagadas,Día de inicio del último ciclo,Fecha de inicio del último ciclo,Hora de inicio del último ciclo,Día de fin del último ciclo,Fecha de fin del último ciclo,Hora de fin del último ciclo,Estado,Cancelado por,Ganancia,Método de pago,Origen de pago,Origen,Nombre del origen
Thursday,2022-04-24,14:19:51,Cliente 368,+522014727949,Básica,Semanal,14,Sí,6,Monday,2021-03-23,08:42:50,Thursday,2020-09-13,06:29:34,Activo,,$488.13,Transferencia bancaria,Online,Recomendación,Amigo
Sunday,2024-09-18,06:40:26,Cliente 246,+528388391400,Premium,Semanal,7,Sí,2,Wednesday,2020-01-24,09:00:59,Friday,2022-01-07,22:11:32,Inactivo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Wednesday,2023-11-07,23:06:33,Cliente 426,+528004083817,VIP,Semanal,7,No,4,Monday,2024-02-20,10:07:33,Saturday,2020-02-21,10:58:35,Cancelado,,$463.99,Transferencia bancaria,Online,,Google Ads
Friday,2021-08-08,14:34:16,Cliente 443,+521504992709,Premium,Semanal,14,No,0,Friday,2020-12-01,16:59:56,Wednesday,2024-01-05,04:16:31,Activo,,,Transferencia bancaria,Online,Recomendación,Amigo
Sunday,2024-06-11,19:52:05,Cliente 388,+528199742493,VIP,Mensual,30,No,4,Sunday,2022-07-10,11:14:34,Saturday,2022-06-16,13:23:12,Cancelado,,,Transferencia bancaria,Tienda física,Recomendación,Facebook
Friday,2023-10-18,19:04:06,Cliente 403,+527980733282,Básica,Mensual,30,Sí,3,Tuesday,2022-11-16,18:04:34,Friday,2020-02-01,10:22:33,Cancelado,,,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Monday,2024-07-26,16:20:48,Cliente 218,+522716630917,Básica,Anual,7,Sí,8,Thursday,2021-03-16,18:07:46,Tuesday,2022-05-29,01:38:05,Cancelado,,$502.39,Tarjeta de crédito,Tienda física,Recomendación,
Tuesday,2021-08-06,02:40:24,Cliente 217,+521781464936,Premium,Mensual,30,No,7,Sunday,2024-12-08,19:21:36,Wednesday,2020-02-27,11:15:00,Inactivo,Cliente 242,,PayPal,Online,,
Friday,2020-09-04,03:46:31,Cliente 21,+521668544565,Premium,Semanal,14,Sí,1,Sunday,2020-11-19,00:26:48,Thursday,2023-11-29,04:37:31,Inactivo,,$942.55,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Tuesday,2024-10-25,02:52:46,Cliente 61,+525933606860,Básica,Mensual,7,Sí,9,Wednesday,2020-06-30,14:37:54,Wednesday,2023-10-25,10:02:21,Activo,Cliente 425,,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Tuesday,2024-01-20,04:50:09,Cliente 466,+521679939207,Básica,Anual,30,No,4,Thursday,2021-05-22,09:09:19,Friday,2021-01-13,21:13:35,Inactivo,,$693.38,PayPal,Tienda física,Campaña publicitaria,Facebook
Wednesday,2021-11-30,15:11:47,Cliente 10,+525899931566,VIP,Anual,30,No,2,Thursday,2023-11-17,20:41:40,Friday,2021-08-04,19:35:32,Activo,Cliente 462,$394.19,PayPal,Tienda física,,Amigo
Friday,2023-10-17,00:14:57,Cliente 260,+525115104478,Básica,Anual,30,Sí,7,Thursday,2022-07-21,11:55:52,Saturday,2022-06-21,16:59:01,Activo,,$441.88,Tarjeta de crédito,Online,,Google Ads
Monday,2021-04-15,10:28:00,Cliente 59,+529588825609,Premium,Mensual,7,No,7,Wednesday,2023-04-22,17:38:27,Sunday,2024-09-27,04:52:09,Inactivo,Cliente 442,$466.14,Transferencia bancaria,Online,,Google Ads
Friday,2023-04-16,10:14:38,Cliente 445,+528012635267,Premium,Anual,30,No,5,Saturday,2020-08-04,23:24:42,Wednesday,2021-07-25,02:21:19,Activo,Cliente 213,,PayPal,Tienda física,,
Tuesday,2022-10-21,08:39:56,Cliente 293,+527237111472,VIP,Mensual,30,No,7,Tuesday,2024-04-22,16:52:51,Wednesday,2020-09-03,08:58:24,Cancelado,Cliente 486,$746.02,Tarjeta de crédito,Tienda física,,Amigo
Wednesday,2020-09-20,12:30:27,Cliente 375,+527013453457,Premium,Mensual,7,Sí,2,Sunday,2021-05-27,05:12:23,Monday,2020-11-05,04:59:39,Inactivo,Cliente 28,$328.49,PayPal,Tienda física,Campaña publicitaria,
Monday,2020-09-11,01:42:43,Cliente 120,+522440004065,Básica,Mensual,7,No,7,Friday,2023-09-12,22:59:00,Wednesday,2023-01-30,04:10:31,Activo,Cliente 7,$419.52,Tarjeta de crédito,Online,Recomendación,
Friday,2021-09-22,10:55:16,Cliente 438,+524906033765,Premium,Semanal,30,No,4,Sunday,2021-08-29,20:09:07,Friday,2022-11-23,21:03:26,Activo,,,Tarjeta de crédito,Online,,
Monday,2021-02-08,23:08:24,Cliente 429,+522766871399,Básica,Anual,14,No,6,Friday,2021-04-17,16:49:00,Tuesday,2020-10-16,18:59:53,Inactivo,,$778.79,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Wednesday,2021-09-25,10:03:20,Cliente 201,+525742458279,VIP,Mensual,30,Sí,7,Monday,2021-02-26,14:59:53,Saturday,2023-07-20,04:10:05,Activo,Cliente 24,$256.63,Transferencia bancaria,Online,Recomendación,Facebook
Monday,2023-03-22,22:06:42,Cliente 118,+528603283034,Básica,Anual,7,No,8,Thursday,2021-03-06,07:12:30,Saturday,2022-07-17,10:16:04,Activo,,$587.63,PayPal,Online,Campaña publicitaria,Facebook
Friday,2024-12-30,23:48:00,Cliente 289,+521986749656,Premium,Mensual,7,Sí,5,Wednesday,2020-11-12,11:02:43,Wednesday,2021-09-30,12:15:15,Inactivo,,$121.76,Transferencia bancaria,Online,Recomendación,Google Ads
Monday,2020-01-07,17:59:35,Cliente 182,+522889498112,VIP,Semanal,7,Sí,0,Thursday,2023-05-25,21:32:34,Monday,2021-11-11,09:23:17,Inactivo,Cliente 395,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Friday,2023-11-26,10:18:48,Cliente 21,+524175218948,Básica,Semanal,7,Sí,4,Saturday,2020-07-04,15:15:54,Saturday,2023-11-11,03:16:43,Cancelado,Cliente 4,$314.60,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Sunday,2020-03-12,00:15:35,Cliente 112,+527238287504,Básica,Anual,30,No,10,Wednesday,2023-04-21,21:08:50,Saturday,2021-06-28,04:42:00,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Wednesday,2020-12-12,13:05:59,Cliente 304,+524686396114,Premium,Mensual,7,No,0,Tuesday,2024-06-10,16:58:39,Tuesday,2024-04-16,05:37:34,Cancelado,,$446.02,PayPal,Tienda física,,
Friday,2021-02-19,05:03:33,Cliente 43,+521098061203,Premium,Mensual,7,No,8,Thursday,2023-08-01,05:43:45,Wednesday,2021-08-03,21:21:10,Activo,,$791.09,Tarjeta de crédito,Online,Campaña publicitaria,
Tuesday,2024-10-01,03:13:38,Cliente 289,+522981617798,Premium,Anual,14,Sí,4,Wednesday,2022-09-25,16:56:21,Monday,2022-01-25,23:19:45,Inactivo,,,PayPal,Tienda física,Recomendación,Google Ads
Tuesday,2024-08-23,08:12:31,Cliente 262,+528103498133,Premium,Anual,30,No,3,Thursday,2020-03-13,14:48:26,Thursday,2023-01-17,16:16:25,Activo,Cliente 132,,Tarjeta de crédito,Tienda física,,Google Ads
Friday,2022-06-26,02:43:38,Cliente 309,+524893079889,Básica,Mensual,7,No,1,Friday,2022-04-10,14:37:32,Saturday,2024-03-30,23:55:54,Inactivo,Cliente 236,$192.07,Tarjeta de crédito,Online,Recomendación,Amigo
Monday,2024-02-27,08:04:56,Cliente 383,+527071029262,Premium,Mensual,14,Sí,8,Friday,2020-08-29,02:59:01,Tuesday,2020-11-28,16:47:14,Activo,Cliente 146,,Transferencia bancaria,Tienda física,Recomendación,Amigo
Sunday,2021-01-22,02:11:03,Cliente 291,+528627683682,Básica,Anual,7,Sí,2,Tuesday,2024-06-19,13:28:21,Saturday,2022-09-25,10:33:31,Activo,,,Transferencia bancaria,Tienda física,,Google Ads
Wednesday,2021-08-27,03:08:24,Cliente 480,+528820122728,Premium,Semanal,7,No,0,Tuesday,2021-12-28,17:53:25,Wednesday,2024-04-11,02:01:15,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,
Monday,2024-10-05,15:37:08,Cliente 97,+523416916147,Premium,Anual,14,Sí,0,Monday,2020-05-10,01:46:21,Thursday,2020-07-01,14:36:05,Inactivo,,,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Sunday,2021-04-26,17:06:11,Cliente 415,+527025826423,VIP,Mensual,14,Sí,0,Wednesday,2020-11-08,04:40:56,Saturday,2021-09-04,11:37:40,Activo,,,Transferencia bancaria,Online,Recomendación,
Thursday,2023-09-03,04:17:40,Cliente 335,+528303573987,VIP,Semanal,7,Sí,10,Monday,2024-06-21,19:55:58,Tuesday,2023-09-15,14:20:54,Inactivo,Cliente 8,$156.57,Tarjeta de crédito,Tienda física,,Google Ads
Monday,2021-01-24,14:25:37,Cliente 83,+527263655493,VIP,Anual,14,No,5,Wednesday,2022-08-20,02:10:49,Wednesday,2024-05-12,09:45:46,Inactivo,Cliente 410,,PayPal,Online,Recomendación,
Thursday,2024-01-22,14:41:59,Cliente 249,+528542063891,Básica,Anual,7,Sí,6,Monday,2021-12-26,02:28:02,Sunday,2024-11-30,13:15:03,Cancelado,Cliente 105,$828.44,PayPal,Online,Campaña publicitaria,
Friday,2022-01-21,06:28:06,Cliente 199,+524243312152,VIP,Mensual,30,Sí,1,Friday,2021-05-03,21:59:59,Wednesday,2022-01-25,05:36:08,Inactivo,Cliente 108,$692.42,PayPal,Tienda física,,Google Ads
Monday,2022-02-15,01:38:36,Cliente 310,+521613187630,VIP,Anual,14,No,10,Thursday,2020-03-15,00:41:08,Sunday,2022-08-16,09:15:01,Cancelado,Cliente 489,,PayPal,Online,Campaña publicitaria,
Monday,2022-11-06,03:06:03,Cliente 184,+527799859588,VIP,Anual,7,No,3,Monday,2024-10-20,23:51:13,Friday,2022-02-20,20:50:38,Cancelado,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Wednesday,2024-07-12,01:30:07,Cliente 172,+522606138775,Premium,Mensual,14,No,6,Sunday,2024-12-30,08:28:22,Wednesday,2020-06-20,07:13:00,Inactivo,,$547.78,PayPal,Tienda física,Recomendación,Amigo
Sunday,2020-01-10,04:19:46,Cliente 401,+522435148214,VIP,Anual,7,Sí,5,Thursday,2020-03-09,22:50:57,Wednesday,2020-05-05,00:12:32,Inactivo,Cliente 271,,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Friday,2021-01-12,10:01:11,Cliente 435,+526884988557,VIP,Mensual,14,No,0,Thursday,2023-07-28,06:41:40,Sunday,2023-03-19,23:20:00,Activo,Cliente 176,$692.68,PayPal,Online,Recomendación,Google Ads
Thursday,2021-02-03,05:54:05,Cliente 324,+529404135910,Premium,Semanal,30,Sí,4,Tuesday,2022-02-13,20:03:18,Thursday,2023-12-27,11:48:45,Activo,,,Tarjeta de crédito,Online,Recomendación,Google Ads
Tuesday,2024-01-20,13:10:18,Cliente 368,+529985745017,Básica,Mensual,14,Sí,5,Wednesday,2020-10-19,05:45:21,Sunday,2022-04-11,23:01:49,Inactivo,Cliente 285,,PayPal,Tienda física,,Facebook
Sunday,2023-05-28,06:24:20,Cliente 113,+528766590242,VIP,Mensual,30,Sí,2,Thursday,2021-05-11,04:59:16,Thursday,2022-12-22,06:21:57,Inactivo,,$858.03,Transferencia bancaria,Tienda física,,
Thursday,2020-07-22,04:05:44,Cliente 170,+529118228354,Premium,Mensual,7,Sí,4,Saturday,2020-10-01,10:49:42,Wednesday,2021-08-02,11:51:48,Cancelado,Cliente 396,$520.38,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Friday,2024-03-10,15:57:19,Cliente 438,+521806768621,VIP,Semanal,30,Sí,4,Sunday,2020-12-19,00:39:26,Sunday,2024-02-09,10:30:36,Cancelado,,$375.57,PayPal,Tienda física,,Amigo
Wednesday,2023-05-24,04:26:10,Cliente 92,+523713845023,Básica,Semanal,30,Sí,8,Saturday,2020-05-16,13:57:19,Monday,2022-12-16,21:39:49,Cancelado,,,Transferencia bancaria,Online,Recomendación,Facebook
Thursday,2021-05-10,21:56:53,Cliente 362,+521187562843,Premium,Mensual,7,No,6,Monday,2024-08-18,14:09:21,Friday,2024-04-29,19:42:50,Cancelado,,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Sunday,2023-10-28,08:34:09,Cliente 385,+525224928170,Básica,Mensual,7,Sí,1,Sunday,2024-12-08,18:13:28,Thursday,2022-03-09,14:46:02,Activo,Cliente 6,$173.97,PayPal,Tienda física,Recomendación,Amigo
Saturday,2021-09-05,05:42:18,Cliente 459,+522475449091,VIP,Anual,30,No,4,Tuesday,2024-09-20,21:21:48,Sunday,2024-01-24,06:59:36,Activo,Cliente 393,$862.61,PayPal,Online,Campaña publicitaria,Amigo
Thursday,2020-07-22,23:02:31,Cliente 186,+525759685813,VIP,Mensual,14,No,3,Thursday,2022-04-29,22:45:09,Thursday,2021-03-19,00:03:41,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Tuesday,2020-05-02,22:20:18,Cliente 221,+523864198665,Básica,Anual,7,Sí,0,Thursday,2024-03-18,21:48:13,Saturday,2020-10-23,21:54:38,Activo,,,Tarjeta de crédito,Online,,Amigo
Friday,2020-09-06,23:22:12,Cliente 288,+522669619979,Premium,Mensual,14,No,0,Tuesday,2022-01-09,02:07:42,Monday,2022-02-24,01:57:25,Activo,Cliente 97,$444.57,PayPal,Tienda física,,Amigo
Saturday,2023-10-13,20:27:05,Cliente 471,+527442541517,Premium,Semanal,30,Sí,10,Monday,2024-05-22,08:51:54,Wednesday,2020-12-19,10:40:57,Inactivo,Cliente 247,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Saturday,2020-12-03,01:13:05,Cliente 88,+526808089228,Premium,Semanal,7,No,0,Thursday,2024-10-03,21:36:50,Thursday,2021-03-04,00:28:03,Cancelado,,,Transferencia bancaria,Online,Recomendación,Google Ads
Monday,2022-09-07,11:12:51,Cliente 126,+526902171043,VIP,Anual,14,No,5,Friday,2024-12-03,20:14:48,Wednesday,2020-06-26,01:04:13,Activo,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Sunday,2021-12-08,07:36:53,Cliente 422,+529169969437,Básica,Mensual,7,Sí,5,Wednesday,2023-01-31,01:22:25,Friday,2020-05-18,20:44:12,Activo,Cliente 27,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Tuesday,2021-12-21,03:27:00,Cliente 288,+524448074345,VIP,Semanal,14,No,5,Wednesday,2022-03-21,02:53:06,Thursday,2024-02-29,03:30:13,Inactivo,Cliente 224,,Tarjeta de crédito,Tienda física,,
Wednesday,2024-02-26,15:39:17,Cliente 279,+528580319746,Premium,Mensual,7,Sí,3,Wednesday,2021-11-25,19:16:53,Wednesday,2024-02-08,08:41:44,Inactivo,,$649.50,Tarjeta de crédito,Online,,Google Ads
Tuesday,2022-10-04,01:57:10,Cliente 73,+529253490177,Básica,Anual,7,No,1,Sunday,2020-11-10,07:52:20,Wednesday,2022-04-24,06:43:48,Activo,Cliente 175,,PayPal,Tienda física,,Amigo
Friday,2022-01-06,08:04:25,Cliente 56,+528270738422,Básica,Semanal,30,Sí,9,Saturday,2021-11-17,04:14:10,Thursday,2023-04-21,20:12:01,Cancelado,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Monday,2021-05-23,22:11:58,Cliente 76,+524758064941,Premium,Semanal,14,No,2,Sunday,2022-02-11,07:20:12,Sunday,2021-11-02,15:41:37,Activo,,$166.16,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Monday,2023-04-20,03:27:00,Cliente 447,+529238635428,VIP,Anual,30,Sí,10,Sunday,2022-02-10,13:00:35,Tuesday,2023-08-09,18:28:29,Activo,,,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Tuesday,2020-11-18,01:51:17,Cliente 338,+524587037096,VIP,Semanal,7,Sí,5,Thursday,2020-12-12,02:47:38,Tuesday,2023-08-20,19:15:14,Activo,,$207.96,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Sunday,2021-11-04,21:28:30,Cliente 436,+525976823035,Premium,Semanal,7,Sí,5,Saturday,2021-04-10,20:46:06,Sunday,2021-02-19,12:24:55,Inactivo,Cliente 212,$972.01,Transferencia bancaria,Tienda física,,
Friday,2020-09-15,19:07:44,Cliente 368,+528750524478,Premium,Mensual,7,Sí,5,Thursday,2023-09-14,22:45:22,Friday,2021-10-27,00:38:52,Inactivo,,$785.90,Tarjeta de crédito,Tienda física,,Facebook
Thursday,2024-06-08,21:20:10,Cliente 467,+527014282376,VIP,Semanal,14,Sí,1,Wednesday,2022-12-28,05:29:58,Monday,2022-03-18,04:58:20,Activo,Cliente 280,,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Thursday,2022-05-26,12:44:38,Cliente 193,+525870733422,Básica,Semanal,14,Sí,7,Friday,2023-12-21,21:54:55,Tuesday,2024-05-05,12:55:25,Activo,,$402.78,PayPal,Tienda física,Recomendación,Facebook
Tuesday,2022-10-01,12:43:50,Cliente 58,+528358391598,Básica,Semanal,14,Sí,3,Wednesday,2023-01-14,01:08:38,Friday,2023-01-23,20:41:37,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,
Friday,2022-05-22,02:32:15,Cliente 55,+528355613477,Premium,Mensual,30,No,0,Sunday,2023-04-20,01:06:45,Thursday,2021-09-25,12:21:35,Cancelado,Cliente 5,$142.26,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Saturday,2023-06-07,15:26:48,Cliente 270,+528745333265,VIP,Mensual,30,Sí,8,Sunday,2021-05-10,13:23:27,Tuesday,2022-11-04,02:41:02,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Thursday,2022-02-10,10:30:34,Cliente 304,+522753745329,Básica,Mensual,30,No,1,Saturday,2024-09-30,04:35:25,Saturday,2024-09-14,05:34:28,Cancelado,,,Transferencia bancaria,Online,Recomendación,
Wednesday,2021-07-25,01:57:12,Cliente 409,+525704258450,Básica,Anual,14,No,4,Tuesday,2022-09-22,07:48:21,Wednesday,2021-12-20,10:55:48,Activo,Cliente 103,$271.08,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Thursday,2021-08-13,06:02:08,Cliente 336,+528799862839,Básica,Semanal,30,No,6,Tuesday,2023-01-12,20:25:56,Wednesday,2021-03-20,18:13:33,Activo,Cliente 137,,PayPal,Tienda física,Campaña publicitaria,Facebook
Thursday,2021-05-14,18:39:29,Cliente 266,+522569531818,Premium,Mensual,7,No,0,Tuesday,2020-08-08,12:23:35,Wednesday,2022-01-02,21:50:06,Cancelado,,$137.90,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Monday,2023-01-30,19:40:54,Cliente 242,+529153131991,Premium,Semanal,14,Sí,6,Tuesday,2023-12-23,14:09:24,Monday,2023-05-06,12:49:29,Activo,,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Tuesday,2020-10-19,22:23:29,Cliente 376,+528328302643,VIP,Semanal,30,Sí,7,Wednesday,2023-04-25,10:57:21,Sunday,2024-05-06,14:44:11,Activo,Cliente 160,$682.06,PayPal,Tienda física,Recomendación,Amigo
Thursday,2023-03-27,14:38:19,Cliente 266,+521941154755,Premium,Anual,14,Sí,6,Friday,2020-06-16,01:34:10,Sunday,2021-11-06,13:48:05,Activo,,,Transferencia bancaria,Tienda física,,Google Ads
Thursday,2023-06-03,21:04:28,Cliente 375,+521351806732,Básica,Anual,7,No,7,Sunday,2022-08-08,03:03:11,Monday,2020-08-18,00:34:38,Inactivo,,,PayPal,Online,Recomendación,
Tuesday,2022-12-05,09:04:29,Cliente 20,+523305309262,Premium,Semanal,7,No,5,Friday,2022-05-09,12:54:17,Monday,2023-06-18,04:49:36,Inactivo,Cliente 315,,PayPal,Tienda física,Recomendación,
Wednesday,2021-10-01,15:10:41,Cliente 312,+529418939254,VIP,Anual,30,No,4,Wednesday,2020-10-30,05:34:34,Thursday,2021-04-25,20:07:21,Activo,Cliente 110,,Tarjeta de crédito,Online,,
Monday,2022-10-23,23:52:44,Cliente 125,+526137922516,Básica,Semanal,14,No,5,Monday,2021-01-13,22:17:31,Wednesday,2022-05-24,17:14:42,Inactivo,Cliente 329,,PayPal,Online,Recomendación,
Sunday,2020-03-04,04:36:51,Cliente 486,+523893182836,Premium,Mensual,7,No,7,Sunday,2020-10-25,19:44:57,Saturday,2022-11-13,08:37:58,Cancelado,Cliente 141,,Tarjeta de crédito,Tienda física,,
Tuesday,2024-05-09,08:50:24,Cliente 93,+521171408700,VIP,Semanal,14,Sí,5,Thursday,2023-04-12,15:14:11,Friday,2020-04-23,02:24:26,Cancelado,Cliente 167,,PayPal,Tienda física,Campaña publicitaria,Amigo
Monday,2020-07-28,13:15:03,Cliente 152,+525122967511,Básica,Mensual,14,No,9,Thursday,2020-04-20,20:21:34,Sunday,2020-01-17,10:05:57,Cancelado,Cliente 41,$707.06,PayPal,Tienda física,Campaña publicitaria,Google Ads
Thursday,2020-08-25,13:19:36,Cliente 7,+529003572884,Básica,Mensual,30,No,4,Thursday,2021-07-02,16:01:14,Saturday,2023-10-13,11:59:38,Inactivo,Cliente 237,,PayPal,Online,,Facebook
Sunday,2024-02-28,09:33:56,Cliente 286,+524946178492,Premium,Mensual,7,Sí,2,Sunday,2024-12-14,18:09:29,Wednesday,2024-09-17,23:12:49,Inactivo,,$644.34,Tarjeta de crédito,Tienda física,Campaña publicitaria,Facebook
Monday,2021-06-24,12:34:46,Cliente 87,+529997308406,VIP,Anual,14,No,10,Wednesday,2022-06-06,09:29:54,Saturday,2023-11-09,22:21:27,Inactivo,,$470.54,Tarjeta de crédito,Online,Campaña publicitaria,Google Ads
Sunday,2024-02-08,19:12:23,Cliente 338,+526465234475,Básica,Mensual,30,Sí,7,Tuesday,2021-04-06,13:35:14,Thursday,2021-05-25,15:55:41,Inactivo,,$590.39,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Friday,2024-01-24,00:35:38,Cliente 99,+527991070049,VIP,Semanal,7,No,10,Saturday,2023-05-26,11:13:01,Thursday,2022-01-30,19:36:16,Cancelado,Cliente 329,,Transferencia bancaria,Online,,
Thursday,2021-12-15,13:37:53,Cliente 68,+525797855809,Premium,Anual,30,No,1,Saturday,2020-10-06,08:26:36,Saturday,2024-01-26,18:11:26,Inactivo,Cliente 296,$298.58,PayPal,Tienda física,Recomendación,Amigo
Saturday,2020-04-26,02:09:41,Cliente 454,+522845773264,Básica,Mensual,7,No,2,Tuesday,2023-07-10,09:20:47,Thursday,2023-09-07,03:39:31,Inactivo,Cliente 195,,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Friday,2023-07-11,07:18:37,Cliente 418,+527168931507,Premium,Mensual,30,No,0,Tuesday,2023-12-09,22:01:36,Thursday,2023-12-23,00:25:09,Cancelado,Cliente 256,$402.91,Transferencia bancaria,Tienda física,,Amigo
Thursday,2021-06-12,14:21:57,Cliente 55,+527452947248,Básica,Anual,30,Sí,7,Wednesday,2020-10-09,14:00:30,Wednesday,2023-06-27,17:35:21,Inactivo,,$895.49,PayPal,Online,,Google Ads
Wednesday,2020-08-19,15:34:54,Cliente 345,+527133844129,Básica,Semanal,7,No,1,Wednesday,2020-06-15,13:09:50,Thursday,2021-05-20,14:34:16,Cancelado,,$850.66,Transferencia bancaria,Online,,
Monday,2022-01-29,10:10:31,Cliente 469,+521330695391,Básica,Mensual,14,Sí,7,Thursday,2024-09-17,15:49:27,Wednesday,2022-05-17,01:59:37,Inactivo,,$620.49,PayPal,Online,Recomendación,Google Ads
Monday,2021-07-25,02:34:59,Cliente 8,+527500779858,Básica,Anual,14,Sí,1,Sunday,2023-08-18,04:07:37,Saturday,2020-08-18,09:55:41,Inactivo,Cliente 209,,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Sunday,2021-07-09,06:07:52,Cliente 109,+521695218728,Básica,Anual,30,No,7,Thursday,2022-02-15,04:54:54,Sunday,2020-03-29,04:13:24,Activo,,$931.34,Tarjeta de crédito,Tienda física,Campaña publicitaria,Google Ads
Friday,2022-09-28,17:18:35,Cliente 37,+524581860488,Básica,Semanal,7,No,6,Monday,2020-09-06,08:57:55,Wednesday,2021-11-28,20:06:22,Inactivo,,,Transferencia bancaria,Tienda física,,Google Ads
Friday,2022-10-17,21:42:54,Cliente 429,+529567343656,Premium,Mensual,14,Sí,3,Wednesday,2022-10-12,00:29:38,Sunday,2021-04-19,01:34:24,Inactivo,Cliente 258,,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Thursday,2024-05-04,22:09:21,Cliente 488,+524175349880,Básica,Mensual,14,Sí,0,Sunday,2021-05-02,05:25:25,Monday,2021-09-09,15:17:22,Activo,Cliente 372,,PayPal,Online,,Facebook
Friday,2022-07-21,08:33:41,Cliente 256,+525656503942,VIP,Semanal,14,No,10,Monday,2021-11-20,06:56:44,Wednesday,2023-09-25,04:38:58,Cancelado,Cliente 263,,Transferencia bancaria,Tienda física,Recomendación,Amigo
Tuesday,2024-01-13,08:45:49,Cliente 36,+522820248931,VIP,Mensual,14,No,6,Monday,2020-09-30,15:04:21,Tuesday,2021-08-31,21:36:50,Activo,Cliente 148,$173.58,PayPal,Online,Recomendación,Facebook
Friday,2020-10-14,09:46:35,Cliente 369,+528348781427,Premium,Mensual,30,No,6,Friday,2022-02-28,22:59:04,Thursday,2023-12-20,11:25:52,Cancelado,,$536.35,Tarjeta de crédito,Tienda física,Campaña publicitaria,Amigo
Saturday,2024-03-28,00:59:10,Cliente 210,+521491999566,VIP,Mensual,30,Sí,2,Wednesday,2021-07-01,04:31:41,Sunday,2021-12-21,10:11:21,Activo,Cliente 90,,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Saturday,2021-03-30,09:38:45,Cliente 90,+525451256042,Básica,Mensual,14,Sí,5,Thursday,2020-08-08,05:30:00,Sunday,2022-08-11,15:01:48,Inactivo,,,PayPal,Tienda física,Recomendación,Amigo
Wednesday,2023-07-13,13:44:59,Cliente 272,+524935029357,Básica,Anual,7,Sí,1,Saturday,2023-01-30,05:15:52,Monday,2024-12-25,16:39:21,Inactivo,,$357.35,PayPal,Online,,Google Ads
Sunday,2022-09-14,19:00:15,Cliente 130,+524434935194,Básica,Anual,14,No,3,Friday,2023-02-23,00:55:11,Sunday,2024-10-31,16:22:28,Activo,,,Transferencia bancaria,Tienda física,Campaña publicitaria,
Wednesday,2021-11-15,15:08:26,Cliente 308,+529118888221,Premium,Anual,14,Sí,6,Thursday,2021-04-16,03:28:35,Thursday,2020-06-01,08:39:21,Cancelado,,$346.58,Transferencia bancaria,Tienda física,Campaña publicitaria,Facebook
Monday,2024-02-17,11:10:35,Cliente 417,+521658563354,Premium,Mensual,30,Sí,2,Saturday,2021-10-01,06:03:54,Friday,2023-02-16,17:24:05,Inactivo,,,Transferencia bancaria,Online,Recomendación,Amigo
Saturday,2021-05-08,22:48:49,Cliente 88,+523771430113,VIP,Anual,30,No,2,Thursday,2020-12-07,03:05:45,Saturday,2020-05-14,17:10:41,Cancelado,Cliente 230,,PayPal,Online,Recomendación,
Tuesday,2023-08-26,03:20:43,Cliente 104,+523424886939,Básica,Mensual,14,No,2,Wednesday,2021-10-10,01:21:54,Sunday,2024-02-10,05:57:12,Inactivo,Cliente 145,$352.56,PayPal,Online,Recomendación,Google Ads
